gisjoin,year,state,county,total_pop,urban_pop,rural_farm_pop,black_pop,white_pop,black_farm_val,white_farm_val,black_acres,white_acres,black_num_farms,white_num_farms
G4600190,1930,South Dakota,Butte,8589,0,4982,0,8018,11500,9625768,115,864045,1,981
G4600210,1930,South Dakota,Campbell,5629,0,4338,0,5629,0,11800294,0,469466,0,807
G4600230,1930,South Dakota,Charles Mix,16703,0,11374,2,15157,558613,40630528,10236,654190,119,2122
G4600250,1930,South Dakota,Clark,11022,0,7860,0,11022,0,32463972,0,579308,0,1721
G4600270,1930,South Dakota,Clay,10088,2850,6226,0,10088,0,27989830,0,247359,0,1312
G4600290,1930,South Dakota,Codington,17457,10214,5749,11,17433,42700,19554890,760,405156,2,1243
G4600310,1930,South Dakota,Corson,9535,0,7062,2,7676,1366481,10631554,143248,889063,335,1208
G4600330,1930,South Dakota,Custer,5353,0,2696,7,5246,3800,6446395,760,520426,1,628
G4600350,1930,South Dakota,Davison,16821,10942,4857,63,16755,0,17633448,0,265654,0,1017
G4600370,1930,South Dakota,Day,14606,0,9383,0,14402,5500,23697850,218,628524,2,1975
G4600390,1930,South Dakota,Deuel,8732,0,6257,6,8726,18000,21080720,440,367786,1,1294
G4600410,1930,South Dakota,Dewey,6476,0,4022,12,4814,742294,8412220,71461,1071732,211,659
G4600430,1930,South Dakota,Douglas,7236,0,5048,0,7236,0,17818808,0,272863,0,1028
G4600450,1930,South Dakota,Edmunds,8712,0,5808,2,8709,0,17089890,0,650834,0,1178
G4600470,1930,South Dakota,Fall River,8741,2908,3263,22,8630,4820,6419063,452,691790,2,819
G4600490,1930,South Dakota,Faulk,6895,0,4342,1,6894,0,16295026,0,562481,0,978
G4600510,1930,South Dakota,Grant,10729,0,6655,3,10723,0,19974114,0,393791,0,1389
G4600530,1930,South Dakota,Gregory,11420,0,7755,3,11002,263820,21889712,6796,582559,37,1608
G4600550,1930,South Dakota,Haakon,4679,0,3282,1,4667,4800,8663978,640,754612,2,799
G4600570,1930,South Dakota,Hamlin,8299,0,5585,0,8299,0,18815326,0,309028,0,1175
G4600590,1930,South Dakota,Hand,9485,0,7151,2,9481,0,26170008,0,881765,0,1690
G4600610,1930,South Dakota,Hanson,6131,0,4576,0,6131,0,17560012,0,263956,0,928
G4600630,1930,South Dakota,Harding,3589,0,3147,0,3589,0,7077272,0,1237723,0,772
G4600650,1930,South Dakota,Hughes,7009,3659,2525,8,6825,52600,6371406,6349,358799,23,567
G4600670,1930,South Dakota,Hutchinson,13904,0,8834,0,13904,0,42291120,0,510592,0,1753
G4600690,1930,South Dakota,Hyde,3690,0,2563,0,3645,4800,8732968,420,443276,3,631
G4600710,1930,South Dakota,Jackson,2636,0,1663,4,2622,9000,3258641,474,247389,1,392
G4600730,1930,South Dakota,Jerauld,5816,0,3760,0,5816,0,13348988,0,332024,0,855
G4600750,1930,South Dakota,Jones,3177,0,2205,8,3169,2000,5254870,160,414222,1,529
G4600770,1930,South Dakota,Kingsbury,12805,0,7999,1,12803,1500,34461180,5,503666,1,1677
G4600790,1930,South Dakota,Lake,12379,4289,6493,4,12375,0,29116992,0,345824,0,1352
G4600810,1930,South Dakota,Lawrence,13920,8292,2038,28,13763,30800,4654605,760,147569,4,407
G4600830,1930,South Dakota,Lincoln,13918,0,8771,7,13826,0,41119516,0,363890,0,1841
G4600850,1930,South Dakota,Lyman,6335,0,4705,5,5977,169390,13439304,14013,798968,59,1086
G4600870,1930,South Dakota,McCook,10316,0,6777,0,10316,0,28399728,0,354035,0,1449
G4600890,1930,South Dakota,McPherson,8774,0,6341,0,8774,0,15626404,0,646915,0,1171
G4600910,1930,South Dakota,Marshall,9540,0,6279,1,9180,75200,15365948,2535,472070,27,1271
G4600930,1930,South Dakota,Meade,11482,0,7930,11,11384,4400,18733072,480,1290740,2,1817
G4600950,1930,South Dakota,Mellette,5293,0,4159,13,3809,638065,5384123,47982,494803,182,673
G4600970,1930,South Dakota,Miner,8376,0,5710,1,8375,0,22060448,0,346165,0,1261
G4600990,1930,South Dakota,Minnehaha,50872,33362,11864,103,50710,0,52422952,0,500715,0,2423
G4601010,1930,South Dakota,Moody,9603,0,6347,0,9383,15810,29946528,185,322684,6,1367
G4601030,1930,South Dakota,Pennington,20079,10404,5786,20,19682,0,15282344,0,861905,0,1303
G4601050,1930,South Dakota,Perkins,8717,0,6660,1,8702,195,12761072,39,1200249,1,1501
G4601070,1930,South Dakota,Potter,5762,0,3376,0,5734,32000,11886426,640,445973,1,726
G4601090,1930,South Dakota,Roberts,15782,0,11215,2,14793,252255,28271440,7426,629219,75,2217
G4601110,1930,South Dakota,Sanborn,7326,0,4963,0,7326,0,17197742,0,347041,0,1102
G4601130,1930,South Dakota,Shannon,4058,0,3168,3,938,927796,2043505,85096,154517,406,177
G4601150,1930,South Dakota,Spink,15304,2664,8709,15,15284,25600,37923164,640,916511,1,1992
G4601170,1930,South Dakota,Stanley,2381,0,1634,0,2268,43350,2658030,4036,306524,16,395
G4601190,1930,South Dakota,Sully,3852,0,2971,48,3804,72420,10888670,4709,519217,10,663
G4601210,1930,South Dakota,Todd,5898,0,4551,1,3121,1005250,6536967,88016,511446,328,573
G4601230,1930,South Dakota,Tripp,12712,0,9248,8,12231,363055,22330620,14677,900201,63,1995
G4601250,1930,South Dakota,Turner,14891,0,9593,1,14889,0,43072036,0,384347,0,1986
G4601270,1930,South Dakota,Union,11480,0,7431,3,11476,0,30846032,0,269276,0,1547
G4601290,1930,South Dakota,Walworth,8791,3464,3724,22,8761,0,10864370,0,415140,0,708
G4601310,1930,South Dakota,Washabaugh,2474,0,2242,0,1600,545630,3577665,45317,250146,158,393
G4601330,1930,South Dakota,Washington,1827,0,1637,0,326,702226,609250,78459,63609,217,98
G4601350,1930,South Dakota,Yankton,16589,6072,7620,78,16466,22000,31646816,200,317718,4,1612
G4601370,1930,South Dakota,Ziebach,4039,0,3519,0,3209,305400,4806537,49548,541950,168,635
G4700010,1930,Tennessee,Anderson,19722,0,8224,457,19257,24675,3986740,1034,119268,21,1424
G4700030,1930,Tennessee,Bedford,21077,5010,12373,3711,17366,533555,11283830,15202,268232,294,2507
G4700050,1930,Tennessee,Benton,11237,0,8481,245,10992,17750,3415648,1277,196029,21,1730
G4700070,1930,Tennessee,Bledsoe,7128,0,5124,690,6438,16000,2737181,866,107594,15,912
G4700090,1930,Tennessee,Blount,33989,10213,14113,2842,31139,136450,10352356,2406,194770,48,2369
G4700110,1930,Tennessee,Bradley,22870,9136,10498,1852,21015,92375,5998011,2971,178608,53,1727
G4700130,1930,Tennessee,Campbell,26827,2637,10031,606,26214,8900,3457152,271,109862,6,1748
G4700150,1930,Tennessee,Cannon,8935,0,7589,314,8621,39030,3796853,1141,146303,33,1694
G4700170,1930,Tennessee,Carroll,26132,0,18656,4631,21498,792225,7118232,31613,280619,670,3640
G4700190,1930,Tennessee,Carter,29223,8093,13636,528,28693,45630,8883056,575,114034,22,2326
G4700210,1930,Tennessee,Cheatham,9025,0,6860,817,8208,136195,4015253,3935,117566,90,1419
G4700230,1930,Tennessee,Chester,10603,0,8474,1881,8716,416628,3006087,13721,135917,311,1580
G4700250,1930,Tennessee,Claiborne,24313,0,17152,573,23740,59775,8453756,1834,184286,41,3257
G4700270,1930,Tennessee,Clay,9577,0,7657,285,9292,11750,3077707,829,133825,13,1445
G4700290,1930,Tennessee,Cocke,21775,2989,15162,726,21044,73160,9122398,1764,195249,52,2655
G4700310,1930,Tennessee,Coffee,16801,4023,10025,1301,15500,35530,5089079,1933,189572,51,2061
G4700330,1930,Tennessee,Crockett,17359,0,14212,3433,13925,910087,7267862,18125,123657,566,2582
G4700350,1930,Tennessee,Cumberland,11440,0,6278,70,11370,0,1915310,0,83812,0,1034
G4700370,1930,Tennessee,Davidson,222854,153866,18105,51797,171038,1060146,24489588,8983,227307,264,2675
G4700390,1930,Tennessee,Decatur,10106,0,8079,875,9231,82075,2605024,4225,149461,96,1558
G4700410,1930,Tennessee,DeKalb,14213,0,11585,515,13694,48455,6023184,1075,183316,42,2534
G4700430,1930,Tennessee,Dickson,18491,2902,11688,1846,16644,141260,4387230,7703,205906,202,2285
G4700450,1930,Tennessee,Dyer,31405,8733,18365,5117,26288,583600,11863196,9410,182008,314,3597
G4700470,1930,Tennessee,Fayette,28891,0,26214,21095,7796,5325794,3405181,209739,126698,4432,1354
G4700490,1930,Tennessee,Fentress,11036,0,5867,53,10983,0,1121637,0,80075,0,987
G4700510,1930,Tennessee,Franklin,21796,0,13137,2533,19263,238390,7813701,5901,208766,160,2393
G4700530,1930,Tennessee,Gibson,46528,10660,30501,9890,36636,1899111,17027510,34828,289053,1088,5727
G4700550,1930,Tennessee,Giles,28016,3367,21290,7563,20453,1514233,11702824,43690,300179,1061,3750
G4700570,1930,Tennessee,Grainger,12737,0,10806,306,12431,25730,5318029,1114,161635,30,2110
G4700590,1930,Tennessee,Greene,35119,5544,26102,1154,33965,110126,20768716,1599,323822,65,4939
G4700610,1930,Tennessee,Grundy,9717,0,2868,155,9562,600,973427,31,41400,1,523
G4700630,1930,Tennessee,Hamblen,16616,7305,8001,1687,14926,150220,6890262,2384,100935,75,1426
G4700650,1930,Tennessee,Hamilton,159497,119798,13950,36155,123327,381580,12052398,5837,183680,138,2269
G4700670,1930,Tennessee,Hancock,9673,0,8728,162,9498,27610,3746500,979,116737,30,1583
G4700690,1930,Tennessee,Hardeman,22193,0,16103,8532,13661,1502521,3581108,86636,204372,1446,1950
G4700710,1930,Tennessee,Hardin,16213,0,12689,1483,14730,179040,4103500,7757,191630,185,2523
G4700730,1930,Tennessee,Hawkins,24117,0,18672,1069,23048,106325,11378576,2732,255841,85,3420
G4700750,1930,Tennessee,Haywood,26063,3204,21851,17227,8836,4938844,4266355,127037,96121,3512,1567
G4700770,1930,Tennessee,Henderson,17655,0,14900,1693,15962,242310,5015225,14543,255211,232,3058
G4700790,1930,Tennessee,Henry,26432,8164,15439,4997,21435,548693,7529562,24052,274495,418,2878
G4700810,1930,Tennessee,Hickman,13613,0,8630,1116,12497,72855,4238584,3228,192099,57,1590
G4700830,1930,Tennessee,Houston,5555,0,3827,503,5052,32805,1439836,2081,80646,46,743
G4700850,1930,Tennessee,Humphreys,12039,0,7910,725,11314,51290,4482731,1622,182800,27,1425
G4700870,1930,Tennessee,Jackson,13589,0,12165,234,13355,13600,5667212,323,170161,9,2380
G4700890,1930,Tennessee,Jefferson,17914,0,13494,1276,16617,186275,10427530,3014,173510,74,2130
G4700910,1930,Tennessee,Johnson,12209,0,9216,301,11908,39925,6794961,408,114348,20,1573
G4700930,1930,Tennessee,Knox,155902,105802,23309,19198,136698,334440,25932048,3882,249946,105,3934
G4700950,1930,Tennessee,Lake,10486,0,7622,3754,6729,737815,4675907,8500,55356,276,844
G4700970,1930,Tennessee,Lauderdale,23406,0,17690,9172,14234,2568265,6996246,47316,122301,1618,2363
G4700990,1930,Tennessee,Lawrence,26776,3102,20274,720,26056,48900,7594130,2375,268490,53,3792
G4701010,1930,Tennessee,Lewis,5258,0,2693,389,4869,6700,1082505,471,57316,9,498
G4701030,1930,Tennessee,Lincoln,25422,3822,18807,4058,21364,821505,11920676,19943,296668,476,3655
G4701050,1930,Tennessee,Loudon,17805,7048,7591,677,17128,75070,5268058,2595,128039,54,1278
G4701070,1930,Tennessee,McMinn,29019,9594,13619,1818,27201,158380,7280448,4602,229203,109,2401
G4701090,1930,Tennessee,McNairy,19901,0,15888,1603,18298,214885,4618551,11244,262513,184,3230
G4701110,1930,Tennessee,Macon,13872,0,11777,313,13559,40900,4844175,1867,176064,53,2682
G4701130,1930,Tennessee,Madison,51059,22172,21641,18643,32414,3464388,9323046,84264,176247,1997,2653
G4701150,1930,Tennessee,Marion,17549,0,5686,1524,16025,43410,3064860,1342,84474,35,1009
G4701170,1930,Tennessee,Marshall,15574,3112,9611,2380,13194,332689,8808276,9750,214118,199,2098
G4701190,1930,Tennessee,Maury,34016,7882,17317,9808,24208,937170,16234222,23337,322688,602,3078
G4701210,1930,Tennessee,Meigs,6127,0,5556,391,5736,79385,3224612,4573,117379,47,710
G4701230,1930,Tennessee,Monroe,21377,0,16256,974,20399,88205,6688498,2180,226418,68,2732
G4701250,1930,Tennessee,Montgomery,30882,9242,18975,10118,20761,1303945,10127508,39844,264541,1022,3014
G4701270,1930,Tennessee,Moore,4037,0,3459,304,3733,71880,2194334,2272,66546,60,916
G4701290,1930,Tennessee,Morgan,13603,0,5980,478,13125,1100,1648115,79,89795,2,1072
G4701310,1930,Tennessee,Obion,29086,5865,16301,4038,25027,379030,14363324,5622,270497,119,3196
G4701330,1930,Tennessee,Overton,18079,0,14479,136,17943,9875,3740956,448,208476,15,2709
G4701350,1930,Tennessee,Perry,7147,0,5546,239,6908,38150,3190280,1374,156529,25,1045
G4701370,1930,Tennessee,Pickett,5615,0,4749,4,5611,300,1403500,30,78439,1,942
G4701390,1930,Tennessee,Polk,15686,0,6649,152,15534,28800,2484829,940,96745,16,1066
G4701410,1930,Tennessee,Putnam,23759,3738,15071,573,23186,87575,6808022,1908,204237,59,2854
G4701430,1930,Tennessee,Rhea,13871,0,7223,746,13124,40645,4247406,1034,117946,27,1179
G4701450,1930,Tennessee,Roane,24477,8486,7889,1453,23024,21225,5134270,1259,168705,25,1279
G4701470,1930,Tennessee,Robertson,28191,5577,18861,5852,22339,1209596,13332670,23839,257945,789,3631
G4701490,1930,Tennessee,Rutherford,32286,7993,20876,7741,24544,1356430,14612076,34376,298022,979,3674
G4701510,1930,Tennessee,Scott,14080,0,6284,15,14065,1800,1297103,45,75085,1,1123
G4701530,1930,Tennessee,Sequatchie,4047,0,2817,11,4020,2800,1192137,90,37150,2,535
G4701550,1930,Tennessee,Sevier,20480,0,15931,211,20263,49750,9403338,688,224373,15,2916
G4701570,1930,Tennessee,Shelby,306482,253143,38559,127324,179088,12676124,18496064,157323,129513,5551,3044
G4701590,1930,Tennessee,Smith,15473,0,11733,1059,14414,97350,8030693,2708,190021,79,2582
G4701610,1930,Tennessee,Stewart,13278,0,10256,626,12636,67696,4228835,3103,179804,66,1836
G4701630,1930,Tennessee,Sullivan,51087,23919,17352,1799,49286,15500,16659190,131,208182,9,3177
G4701650,1930,Tennessee,Sumner,28622,3050,19979,4082,24540,644215,17389200,13084,296780,397,4084
G4701670,1930,Tennessee,Tipton,27498,3397,22062,11275,16220,3265051,6580246,70017,131505,2144,2824
G4701690,1930,Tennessee,Trousdale,5629,0,4347,1267,4362,201850,3508510,4539,65541,138,834
G4701710,1930,Tennessee,Unicoi,12678,3623,4759,13,12665,0,1998775,0,43381,0,860
G4701730,1930,Tennessee,Union,11371,0,10490,3,11368,1000,4341819,75,128013,1,1965
G4701750,1930,Tennessee,Van Buren,3516,0,2414,65,3451,14000,817165,627,51156,7,481
G4701770,1930,Tennessee,Warren,20209,3914,13141,1358,18851,122695,5691139,5464,216542,100,2515
G4701790,1930,Tennessee,Washington,45805,25080,15188,2798,42996,44485,15099370,610,169326,22,2958
G4701810,1930,Tennessee,Wayne,12134,0,8708,406,11727,14475,2898105,795,195716,21,1614
G4701830,1930,Tennessee,Weakley,29262,3300,20863,2590,26671,277800,12181160,7184,302445,203,4775
G4701850,1930,Tennessee,White,15543,0,10384,712,14828,91995,4797782,2729,162454,50,1910
G4701870,1930,Tennessee,Williamson,22845,3377,16058,5274,17571,775715,16206994,19491,302348,394,2611
G4701890,1930,Tennessee,Wilson,23929,4656,15618,4481,19448,665973,13087050,16977,319474,498,3284
G4800010,1930,Texas,Anderson,34643,11445,19497,11485,23003,2232388,7361446,97961,262368,1766,2656
G4800030,1930,Texas,Andrews,736,0,445,0,736,0,6160499,0,748881,0,75
G4800050,1930,Texas,Angelina,27803,7311,12751,4248,23442,225650,5452843,6476,168907,160,2472
G4800070,1930,Texas,Aransas,2219,0,730,48,1854,200,1918700,2,100483,1,142
G4800090,1930,Texas,Archer,9684,0,3110,19,9551,0,13933578,0,504906,0,692
G4800110,1930,Texas,Armstrong,3329,0,2092,6,3287,0,12252970,0,743357,0,472
G4800130,1930,Texas,Atascosa,15654,0,10680,179,7866,174310,13879818,9704,572911,22,1794
G4800150,1930,Texas,Austin,18860,0,13220,4852,13766,2067995,13321146,36815,312304,847,2265
G4800170,1930,Texas,Bailey,5186,0,4187,11,5163,0,10367350,0,396623,0,758
G4800190,1930,Texas,Bandera,3784,0,2797,11,3637,0,8125412,0,505821,0,678
G4800210,1930,Texas,Bastrop,23888,3296,14935,7741,12672,2725734,9730156,76477,305359,1139,2068
G4800230,1930,Texas,Baylor,7418,2626,4263,102,7286,21000,12030418,620,410948,2,865
G4800250,1930,Texas,Bee,15721,4806,8868,531,8032,120165,13042468,2456,330505,26,1705
G4800270,1930,Texas,Bell,50030,19124,25031,6334,41974,1695115,39923736,18284,594852,403,5027
G4800290,1930,Texas,Bexar,292533,238124,19612,19447,173697,504920,44290052,5972,548237,95,3372
G4800310,1930,Texas,Blanco,3842,0,3190,133,3586,64850,6825119,6004,458560,26,682
G4800330,1930,Texas,Borden,1505,0,1421,9,1413,0,5278302,0,458014,0,292
G4800350,1930,Texas,Bosque,15750,0,10244,560,15022,177925,17078030,4566,539769,47,2182
G4800370,1930,Texas,Bowie,48563,16602,25299,15971,32459,3267850,9667868,72671,271879,1962,3489
G4800390,1930,Texas,Brazoria,23054,3162,9398,7341,14489,2043459,13284806,39180,412847,983,1180
G4800410,1930,Texas,Brazos,21835,7814,11778,9064,11479,2430673,6773661,65546,202351,1238,1255
G4800430,1930,Texas,Brewster,6624,3495,1171,53,3155,6000,14410700,65,3580459,1,286
G4800450,1930,Texas,Briscoe,5590,0,3606,92,5423,33950,10757378,439,388380,7,672
G4800470,1930,Texas,Brooks,5901,0,3188,18,2005,3500,6319224,100,557750,1,512
G4800490,1930,Texas,Brown,26382,12789,9672,589,25681,6600,18129840,132,512317,1,2157
G4800510,1930,Texas,Burleson,19848,0,14609,7187,10632,3432422,8686094,69684,238729,1313,1872
G4800530,1930,Texas,Burnet,10355,0,6979,139,9484,23250,11551214,593,591660,7,1541
G4800550,1930,Texas,Caldwell,31397,10337,16846,4664,15360,1767000,17787770,34796,238630,546,2603
G4800570,1930,Texas,Calhoun,5385,0,3238,557,3529,112770,7011998,1755,132442,24,550
G4800590,1930,Texas,Callahan,12785,0,7138,38,12545,25900,12715210,581,467657,4,1447
G4800610,1930,Texas,Cameron,77540,44898,18928,928,38249,141525,47864956,630,133376,15,2921
G4800630,1930,Texas,Camp,10063,2640,7038,4100,5950,670155,1978542,29800,63671,618,920
G4800650,1930,Texas,Carson,7745,0,2296,15,7389,0,17370924,0,429917,0,542
G4800670,1930,Texas,Cass,30030,0,24970,10546,19406,2220351,6856773,109190,286560,2074,3767
G4800690,1930,Texas,Castro,4720,0,3463,5,4714,0,15962442,0,461023,0,751
G4800710,1930,Texas,Chambers,5710,0,2475,1369,4295,519109,4065852,28878,231559,155,422
G4800730,1930,Texas,Cherokee,43180,10607,27472,11565,31465,2690724,10400706,90658,324057,1862,4831
G4800750,1930,Texas,Childress,16044,7163,7725,700,15277,121560,14809260,1676,392016,17,1331
G4800770,1930,Texas,Clay,14545,0,9610,216,14286,68260,19923620,771,608263,21,2085
G4800790,1930,Texas,Cochran,1963,0,1416,4,1946,0,4554575,0,271683,0,285
G4800810,1930,Texas,Coke,5253,0,3796,66,4993,6970,10099914,228,545289,4,834
G4800830,1930,Texas,Coleman,23669,6078,13361,635,21862,68180,24931564,842,683920,16,2567
G4800850,1930,Texas,Collin,46180,7307,26910,3979,42028,1126610,39404740,12755,489648,310,5759
G4800870,1930,Texas,Collingsworth,14461,3570,9778,774,13661,208700,19682590,3592,498921,59,2053
G4800890,1930,Texas,Colorado,19129,0,11593,5955,11649,1644627,11112840,37918,403376,776,1813
G4800910,1930,Texas,Comal,11984,6242,4097,316,8006,43500,9557440,1111,327714,9,888
G4800930,1930,Texas,Comanche,18430,0,12764,1,18425,0,12050810,0,513725,0,2768
G4800950,1930,Texas,Concho,7645,0,5567,82,5912,61040,15730680,1024,586564,15,1122
G4800970,1930,Texas,Cooke,24136,8915,13164,1235,22895,156472,19466900,3322,469991,65,2683
G4800990,1930,Texas,Coryell,19999,2601,14371,506,19140,101455,20207004,1502,581583,16,3085
G4801010,1930,Texas,Cottle,9395,2802,6170,558,8742,54360,13086350,1113,476329,12,1035
G4801030,1930,Texas,Crane,2221,0,41,18,2183,0,1825720,0,310871,0,13
G4801050,1930,Texas,Crockett,2590,0,560,40,1837,0,3962036,0,1215104,0,134
G4801070,1930,Texas,Crosby,11023,0,7601,342,10601,118625,20003924,2253,465043,31,1708
G4801090,1930,Texas,Culberson,1228,0,135,7,638,0,5829409,0,2099258,0,52
G4801110,1930,Texas,Dallam,7830,4487,2350,0,7550,0,14311740,0,801468,0,660
G4801130,1930,Texas,Dallas,325691,273097,25575,47879,269985,3528065,49330548,27303,403824,662,4168
G4801150,1930,Texas,Dawson,13573,3528,9477,261,13252,82600,17766492,1557,527150,30,2188
G4801170,1930,Texas,Deaf Smith,5979,0,3035,12,5947,0,14474804,0,443225,0,630
G4801190,1930,Texas,Delta,13138,0,9739,995,12135,359710,10934086,4674,137815,159,2130
G4801210,1930,Texas,Denton,32822,9587,17572,2159,30409,583635,29912326,12597,516657,186,3777
G4801230,1930,Texas,DeWitt,27441,6736,16765,4392,16269,1647105,23790780,35888,459362,397,3151
G4801250,1930,Texas,Dickens,8601,0,6024,364,8109,112270,13033390,2814,626995,27,1201
G4801270,1930,Texas,Dimmit,8828,0,2951,18,2585,18180,5165705,868,175618,2,239
G4801290,1930,Texas,Donley,10262,2756,6277,177,10006,6450,12959030,98,539821,7,1357
G4801310,1930,Texas,Duval,12191,0,7227,17,8396,0,9449704,0,718128,0,1241
G4801330,1930,Texas,Eastland,34156,16883,9056,701,32814,0,8035536,0,347385,0,1990
G4801350,1930,Texas,Ector,3958,0,377,123,3682,0,3431510,0,367609,0,69
G4801370,1930,Texas,Edwards,2764,0,1583,9,2246,0,13092604,0,1203655,0,258
G4801390,1930,Texas,Ellis,53936,15111,29934,12610,39854,4560068,46336048,46853,480486,1174,4908
G4801410,1930,Texas,El Paso,131597,102421,9181,1970,51831,286050,19595154,1181,260004,23,1240
G4801430,1930,Texas,Erath,20804,3944,12466,216,20536,28750,13594090,892,617854,12,2967
G4801450,1930,Texas,Falls,38771,5338,28509,12515,22681,5394525,28845612,82397,344263,1887,4127
G4801470,1930,Texas,Fannin,41163,5655,26979,4618,36351,1013626,27111072,23101,436558,441,5453
G4801490,1930,Texas,Fayette,30708,0,23025,6921,23000,2612361,22027912,59300,454504,1045,4088
G4801510,1930,Texas,Fisher,13563,0,9893,443,12346,228415,19689402,4355,487887,49,2039
G4801530,1930,Texas,Floyd,12409,2637,7472,126,12256,15400,22214686,385,539598,8,1663
G4801550,1930,Texas,Foard,6315,0,3803,307,5879,5800,10500810,105,447458,2,718
G4801570,1930,Texas,Fort Bend,29718,0,20199,9787,14687,6061433,24131034,86664,361778,1825,2433
G4801590,1930,Texas,Franklin,8494,0,6929,442,8051,113550,3384359,4109,122752,84,1594
G4801610,1930,Texas,Freestone,22589,3509,15472,8776,13585,2853628,6323205,109501,269950,1689,1870
G4801630,1930,Texas,Frio,9411,2536,5348,104,3435,70935,11922658,2950,556858,11,932
G4801650,1930,Texas,Gaines,2800,0,2003,6,2794,0,6402919,0,542736,0,407
G4801670,1930,Texas,Galveston,64401,56472,2948,14759,46272,163700,3884715,1250,40827,63,611
G4801690,1930,Texas,Garza,5586,0,3262,78,5304,3880,7090026,123,420513,6,790
G4801710,1930,Texas,Gillespie,11020,0,6540,128,10056,23000,15578920,463,627713,8,1436
G4801730,1930,Texas,Glasscock,1263,0,793,14,1106,0,3119507,0,382061,0,125
G4801750,1930,Texas,Goliad,10093,0,7434,1040,4538,233865,10849426,6367,389148,103,1418
G4801770,1930,Texas,Gonzales,28337,3859,20608,6256,15243,2460289,18627390,68523,501698,1065,3631
G4801790,1930,Texas,Gray,22090,10470,2981,306,21680,3500,15122656,100,468028,1,700
G4801810,1930,Texas,Grayson,65843,29563,24192,7009,58589,624300,29142738,11797,526756,251,4918
G4801830,1930,Texas,Gregg,15778,5036,8870,8198,7555,1800293,2233067,62996,64744,1220,780
G4801850,1930,Texas,Grimes,22642,5128,15095,9700,12346,2461360,6100211,73659,226606,1471,1752
G4801870,1930,Texas,Guadalupe,28925,5225,19269,4578,14010,2546540,25210568,53036,290735,609,3211
G4801890,1930,Texas,Hale,20189,8834,8359,320,19752,10880,29409276,242,594814,4,1725
G4801910,1930,Texas,Hall,16966,4257,9484,793,16154,183110,17582576,2562,385401,86,1749
G4801930,1930,Texas,Hamilton,13523,0,9094,0,13514,0,14432676,0,460415,0,1982
G4801950,1930,Texas,Hansford,3548,0,1413,2,3531,0,12188800,0,415047,0,430
G4801970,1930,Texas,Hardeman,14532,4464,7192,608,13918,150175,14603510,2787,344178,35,1353
G4801990,1930,Texas,Hardin,13936,0,2982,2471,11263,49630,1445235,762,35130,36,597
G4802010,1930,Texas,Harris,359328,301012,20044,72603,267274,5717416,38722616,33933,444231,665,3466
G4802030,1930,Texas,Harrison,48937,16203,28704,29409,19474,5873158,5068077,220764,126333,4990,1812
G4802050,1930,Texas,Hartley,2185,204,1223,1,2081,0,9992050,0,664400,0,264
G4802070,1930,Texas,Haskell,16669,2632,11617,409,16040,130280,23703120,2981,521919,23,2357
G4802090,1930,Texas,Hays,14915,5134,8047,1289,8126,263895,9801894,3874,355454,69,1398
G4802110,1930,Texas,Hemphill,4637,0,2210,9,4484,7980,7504995,266,433835,1,413
G4802130,1930,Texas,Henderson,30583,4342,20890,5792,23653,1311540,9985416,47083,342068,850,3621
G4802150,1930,Texas,Hidalgo,77004,37830,25685,491,34933,351100,69984136,2479,545686,20,4301
G4802170,1930,Texas,Hill,43036,7823,25925,5913,36172,1689375,40666152,23117,516268,576,4912
G4802190,1930,Texas,Hockley,9298,0,6729,92,9093,13350,13248528,272,346064,6,1338
G4802210,1930,Texas,Hood,6779,0,5023,109,6669,14100,5739935,405,256766,8,1169
G4802230,1930,Texas,Hopkins,29410,5417,21691,2749,26651,544871,12777932,19171,370509,323,4682
G4802250,1930,Texas,Houston,30017,4441,22387,12374,17373,2924311,8860618,114704,286340,2627,3029
G4802270,1930,Texas,Howard,22888,13735,5663,523,20123,12600,11444884,260,438199,3,1191
G4802290,1930,Texas,Hudspeth,3728,0,2216,20,1119,104850,5789147,1640,1173133,1,193
G4802310,1930,Texas,Hunt,49016,16674,26274,5653,43082,1050005,27824374,17578,451282,426,5479
G4802330,1930,Texas,Hutchinson,14848,6532,708,131,14668,0,6176618,0,401578,0,161
G4802350,1930,Texas,Irion,2049,0,743,6,1712,14000,14037036,70,809615,1,159
G4802370,1930,Texas,Jack,9046,0,5335,83,8919,0,8192347,0,492683,0,1161
G4802390,1930,Texas,Jackson,10980,0,7938,1908,7080,740375,13822196,22455,353845,277,1365
G4802410,1930,Texas,Jasper,17064,3393,6929,5005,11903,400620,2047515,15424,65357,397,980
G4802430,1930,Texas,Jeff Davis,1800,0,488,20,734,0,14214228,0,1807407,0,99
G4802450,1930,Texas,Jefferson,133391,108634,4995,33022,97451,544570,12128160,6968,244838,105,907
G4802470,1930,Texas,Jim Hogg,4919,0,1721,20,2338,2500,5616700,100,532363,1,311
G4802490,1930,Texas,Jim Wells,13456,4239,7275,234,6085,140645,14403210,3936,407348,9,1293
G4802510,1930,Texas,Johnson,33317,11539,15372,1944,31129,347485,23031864,4741,395315,87,3247
G4802530,1930,Texas,Jones,24233,4095,13994,863,22576,124050,29261796,1894,585917,20,2784
G4802550,1930,Texas,Karnes,23316,2610,17149,1003,10504,446795,18673916,10532,365614,95,3072
